Date;Hour;Forex;Event;Actuel;Forecast;Previous
11/07/2014;15:30:00;USD;Taux de chomage;0.058;0.059;0.059
15/07/2014;14:30:00;USD;Ventes au détail mensuelle;0.002;0.006;0.005
16/07/2014;14:30:00;USD;Prix à la production mensuel;0.004;0.002;-0.002
17/07/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;302;310;305
17/07/2014;14:30:00;USD;Permis de construire;0.963;1.04;0.991
22/07/2014;14:30:00;USD;IPC core mensuel;0.001;0.002;0.003
22/07/2014;16:00:00;USD;Ventes de logements existants;5.04;4.97;4.91
24/07/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;284;308;303
24/07/2014;09:30:00;EUR;PMI manufacturier Allemagne;52.9;52;52
24/07/2014;16:00:00;USD;Ventes de logements neufs;406;479;442
25/07/2014;14:30:00;USD;Commandes de biens durables;0.008;0.006;-0.001
28/07/2014;16:00:00;USD;Promesses de ventes de logements;-0.011;0.005;0.06
29/07/2014;16:00:00;USD;Confiance des consommateurs;90.9;85.3;86.4
30/07/2014;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
30/07/2014;14:30:00;USD;PIB Trimestriel;0.04;0.03;-0.021
31/07/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;302;301;279
31/07/2014;09:55:00;EUR;Nombre chomeur Allemagne;-12;-5;7
05/08/2014;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0025;0.0025;0.0025
05/08/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;319;325;345
13/08/2014;14:30:00;USD;Ventes au détail mensuelle;0;0.002;0.002
14/08/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;311;295;290
14/08/2014;08:00:00;EUR;PIB Trimestriel All;-0.002;-0.001;0.007
15/08/2014;14:30:00;USD;Prix à la production mensuel;0.001;0.001;0.004
19/08/2014;14:30:00;USD;IPC core mensuel;0.001;0.002;0.001
19/08/2014;14:30:00;USD;Permis de construire;1.052;1;0.973
21/08/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;298;300;312
21/08/2014;09:30:00;EUR;PMI manufacturier Allemagne;52;51.8;52.4
21/08/2014;16:00:00;USD;Ventes de logements existants;5.15;5.02;5.03
25/08/2014;16:00:00;USD;Ventes de logements neufs;412;430;422
26/08/2014;14:30:00;USD;Commandes de biens durables;-0.008;0.005;0.03
26/08/2014;16:00:00;USD;Confiance des consommateurs;92.4;89;90.3
28/08/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;298;300;299
28/08/2014;09:55:00;EUR;Nombre chomeur Allemagne;2;-5;-11
28/08/2014;14:30:00;USD;PIB Trimestriel;0.042;0.039;0.04
28/08/2014;16:00:00;USD;Promesses de ventes de logements;0.033;0.005;-0.013
01/09/2014;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.0025;0.0025;0.0025
01/09/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;330;335;345
10/09/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;287;294;288
16/09/2014;14:30:00;USD;Prix à la production mensuel;0;0.001;0.001
17/09/2014;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
17/09/2014;14:30:00;USD;IPC core mensuel;0;0.002;0.001
18/09/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;280;305;316
18/09/2014;14:30:00;USD;Permis de construire;0.998;1.045;1.057
22/09/2014;16:00:00;USD;Ventes de logements existants;5.05;5.2;5.14
23/09/2014;09:30:00;EUR;PMI manufacturier Allemagne;50.3;51.2;51.4
24/09/2014;16:00:00;USD;Ventes de logements neufs;504;430;427
25/09/2014;14:30:00;USD;Commandes de biens durables;0.007;0.007;-0.005
25/09/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;293;300;281
26/09/2014;14:30:00;USD;PIB Trimestriel;0.046;0.046;0.042
29/09/2014;16:00:00;USD;Promesses de ventes de logements;-0.01;-0.001;0.032
30/09/2014;16:00:00;USD;Confiance des consommateurs;86;92.5;93.4
30/09/2014;09:55:00;EUR;Nombre chomeur Allemagne;12;-2;3
01/10/2014;15:30:00;USD;Creation d'emplois dans le secteur non agricole;74;196;241
01/10/2014;15:30:00;USD;Taux de chomage;0.067;0.07;0.07
04/10/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;300;320;332
07/10/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;304;315;315
15/10/2014;14:30:00;USD;Prix à la production mensuel;-0.001;0.001;0
15/10/2014;14:30:00;USD;Ventes au détail mensuelle;-0.003;-0.001;0.006
16/10/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;264;290;287
17/10/2014;14:30:00;USD;Permis de construire;1.018;1.029;1.003
21/10/2014;16:00:00;USD;Ventes de logements existants;5.17;5.1;5.05
22/10/2014;14:30:00;USD;IPC core mensuel;0.001;0.002;0
23/10/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;283;282;266
23/10/2014;09:30:00;EUR;PMI manufacturier Allemagne;51.8;49.5;49.9
24/10/2014;16:00:00;USD;Ventes de logements neufs;467;470;466
27/10/2014;16:00:00;USD;Promesses de ventes de logements;0.003;0.005;-0.01
28/10/2014;14:30:00;USD;Commandes de biens durables;-0.002;0.005;0.007
28/10/2014;16:00:00;USD;Confiance des consommateurs;94.5;87;89
29/10/2014;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
30/10/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;287;283;284
30/10/2014;10:55:00;EUR;Nombre chomeur Allemagne;-22;5;9
30/10/2014;14:30:00;USD;PIB Trimestriel;0.035;0.03;0.046
04/11/2014;14:30:00;USD;Prix à la production mensuel;0.005;0.001;-0.001
09/11/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;315;300;304
12/11/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;294;299;297
12/11/2014;15:30:00;USD;Ventes au détail mensuelle;0.007;0.004;0.005
13/11/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;290;282;278
14/11/2014;09:00:00;EUR;PIB Trimestriel All;0.001;0.001;-0.001
14/11/2014;15:30:00;USD;Ventes au détail mensuelle;0.003;0.002;-0.003
18/11/2014;15:30:00;USD;Prix à la production mensuel;0.002;-0.001;-0.001
19/11/2014;15:30:00;USD;Permis de construire;1.08;1.04;1.031
20/11/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;291;286;293
20/11/2014;15:30:00;USD;IPC core mensuel;0.002;0.002;0.001
20/11/2014;10:30:00;EUR;PMI manufacturier Allemagne;50;51.5;51.4
20/11/2014;17:00:00;USD;Ventes de logements existants;5.26;5.15;5.18
25/11/2014;17:00:00;USD;Confiance des consommateurs;88.7;95.9;94.1
25/11/2014;15:30:00;USD;PIB Trimestriel;0.039;0.033;0.035
25/11/2014;09:00:00;EUR;PIB Trimestriel All;0.001;0.001;0.001
26/11/2014;15:30:00;USD;Commandes de biens durables;-0.009;0.005;0.002
26/11/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;313;287;292
26/11/2014;17:00:00;USD;Promesses de ventes de logements;-0.011;0.009;0.006
26/11/2014;17:00:00;USD;Ventes de logements neufs;458;471;455
27/11/2014;10:55:00;EUR;Nombre chomeur Allemagne;-14;-1;-23
06/12/2014;14:30:00;USD;Inscriptions hebdomadaires au chomage;317;310;313
06/12/2014;14:30:00;USD;Ventes au détail mensuelle;0.003;0.006;0.005
09/12/2014;14:30:00;USD;Ventes au détail mensuelle;0.006;0.006;0.003
12/12/2014;15:30:00;USD;Prix à la production mensuel;-0.002;-0.001;0.002
16/12/2014;15:30:00;USD;Permis de construire;1.035;1.06;1.08
16/12/2014;10:30:00;EUR;PMI manufacturier Allemagne;51.2;50.4;49.5
17/12/2014;21:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
17/12/2014;15:30:00;USD;IPC core mensuel;0.001;0.001;0.002
18/12/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;289;295;295
22/12/2014;17:00:00;USD;Ventes de logements existants;4.93;5.19;5.25
23/12/2014;15:30:00;USD;Commandes de biens durables;-0.004;0.011;-0.01
23/12/2014;15:30:00;USD;PIB Trimestriel;0.05;0.043;0.039
23/12/2014;17:00:00;USD;Ventes de logements neufs;438;460;445
24/12/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;280;287;289
30/12/2014;17:00:00;USD;Confiance des consommateurs;92.6;93.2;91
31/12/2014;15:30:00;USD;Inscriptions hebdomadaires au chomage;298;288;281
31/12/2014;17:00:00;USD;Promesses de ventes de logements;0.008;0.006;-0.011
04/01/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;51.5;52.5;52.9
04/01/2015;09:55:00;EUR;PMI manufacturier Allemagne;52.8;52.4;52.4
05/01/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;51.5;52;51.5
06/01/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;52.8;52;51.5
06/01/2015;09:55:00;EUR;PMI manufacturier Allemagne;51.1;51.4;51.4
07/01/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;53.5;53.1;52.8
07/01/2015;09:55:00;EUR;PMI manufacturier Allemagne;51.9;51.9;51.9
09/01/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;51.1;52.6;52.7
09/01/2015;09:55:00;EUR;Nombre chomeur Allemagne;-7;-2;8
09/01/2015;09:55:00;EUR;PMI manufacturier Allemagne;53.3;53.2;53.2
10/01/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;50.2;50.6;51.1
10/01/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;277;270;267
10/01/2015;09:55:00;EUR;PMI manufacturier Allemagne;52.3;52.5;52.5
12/01/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;48.6;50.5;50.1
12/01/2015;10:55:00;EUR;Nombre chomeur Allemagne;-13;-5;-7
12/01/2015;10:55:00;EUR;PMI manufacturier Allemagne;52.9;52.6;52.6
14/01/2015;15:30:00;USD;Ventes au détail mensuelle;-0.009;-0.001;0.004
15/01/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;316;291;297
15/01/2015;15:30:00;USD;Prix à la production mensuel;-0.003;-0.004;-0.002
16/01/2015;15:30:00;USD;IPC core mensuel;0;0.001;0.001
21/01/2015;15:30:00;USD;Permis de construire;1.032;1.055;1.052
22/01/2015;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
22/01/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;307;300;317
23/01/2015;10:30:00;EUR;PMI manufacturier Allemagne;51;51.7;51.2
23/01/2015;17:00:00;USD;Ventes de logements existants;5.04;5.06;4.92
27/01/2015;15:30:00;USD;Commandes de biens durables;-0.008;0.006;-0.013
27/01/2015;17:00:00;USD;Confiance des consommateurs;102.9;95.1;93.1
27/01/2015;17:00:00;USD;Ventes de logements neufs;481;450;431
28/01/2015;21:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
29/01/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;265;300;308
29/01/2015;10:55:00;EUR;Nombre chomeur Allemagne;-9;-10;-25
29/01/2015;17:00:00;USD;Promesses de ventes de logements;-0.037;0.005;0.006
30/01/2015;15:30:00;USD;PIB Trimestriel;0.026;0.03;0.05
01/02/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;55.5;57.6;58.7
01/02/2015;10:55:00;EUR;PMI manufacturier Allemagne;51.2;51.2;51.2
02/02/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;53.5;54.5;55.5
02/02/2015;10:55:00;EUR;PMI manufacturier Allemagne;50.9;51;51
03/02/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;52.9;53;53.5
03/02/2015;10:55:00;EUR;PMI manufacturier Allemagne;51.1;50.9;50.9
04/02/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;268;285;288
06/02/2015;09:55:00;EUR;Nombre chomeur Allemagne;-6;-10;-9
07/02/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;223;230;254
07/02/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;281;270;271
07/02/2015;14:30:00;USD;Taux de chomage;0.053;0.054;0.055
10/02/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;142;203;136
10/02/2015;14:30:00;USD;Taux de chomage;0.051;0.051;0.051
11/02/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;50.1;50;50.2
11/02/2015;10:55:00;EUR;PMI manufacturier Allemagne;52.1;51.6;51.6
13/02/2015;09:00:00;EUR;PIB Trimestriel All;0.007;0.003;0.001
18/02/2015;15:30:00;USD;Permis de construire;1.053;1.069;1.06
18/02/2015;15:30:00;USD;Prix à la production mensuel;-0.008;-0.004;-0.003
19/02/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;283;293;304
20/02/2015;10:30:00;EUR;PMI manufacturier Allemagne;50.9;51.5;50.9
23/02/2015;17:00:00;USD;Ventes de logements existants;4.82;4.97;5.07
24/02/2015;17:00:00;USD;Confiance des consommateurs;96.4;99.6;103.8
24/02/2015;09:00:00;EUR;PIB Trimestriel All;0.007;0.007;0.007
25/02/2015;17:00:00;USD;Ventes de logements neufs;481;475;482
26/02/2015;15:30:00;USD;Commandes de biens durables;0.003;0.005;-0.009
26/02/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;313;290;282
26/02/2015;15:30:00;USD;IPC core mensuel;0.002;0.001;0
26/02/2015;10:55:00;EUR;Nombre chomeur Allemagne;-20;-10;-10
27/02/2015;15:30:00;USD;PIB Trimestriel;0.022;0.021;0.026
27/02/2015;17:00:00;USD;Promesses de ventes de logements;0.017;0.02;-0.015
04/03/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;126;245;264
04/03/2015;14:30:00;USD;Taux de chomage;0.055;0.055;0.055
06/03/2015;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
06/03/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;55.7;57;57.8
08/03/2015;15:25:00;USD;Indice PMI manufacturier de l'ISM;52.7;53.5;53.5
08/03/2015;09:55:00;EUR;PMI manufacturier Allemagne;51.8;51.5;51.5
09/03/2015;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
09/03/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;59;58.1;60.3
09/03/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;282;275;270
12/03/2015;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
12/03/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;55.9;58;59.1
12/03/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;269;268;260
13/03/2015;14:30:00;USD;Prix à la production mensuel;-0.005;0.003;-0.008
17/03/2015;14:30:00;USD;Permis de construire;1.092;1.065;1.06
18/03/2015;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
19/03/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;291;292;290
23/03/2015;16:00:00;USD;Ventes de logements existants;4.88;4.9;4.82
24/03/2015;14:30:00;USD;IPC core mensuel;0.002;0.001;0.002
24/03/2015;10:30:00;EUR;PMI manufacturier Allemagne;52.4;51.5;51.1
24/03/2015;16:00:00;USD;Ventes de logements neufs;539;465;500
25/03/2015;14:30:00;USD;Commandes de biens durables;-0.004;0.003;-0.007
26/03/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;282;290;291
27/03/2015;14:30:00;USD;PIB Trimestriel;0.022;0.024;0.022
30/03/2015;16:00:00;USD;Promesses de ventes de logements;0.031;0.004;0.012
31/03/2015;16:00:00;USD;Confiance des consommateurs;101.3;96;98.8
31/03/2015;09:55:00;EUR;Nombre chomeur Allemagne;-15;-12;-20
02/04/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;56.7;56.3;56.2
03/04/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;56.9;56.5;56.7
05/04/2015;09:55:00;EUR;PMI manufacturier Allemagne;52.1;51.9;51.9
06/04/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;276;279;284
09/04/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;173;220;245
09/04/2015;14:30:00;USD;Taux de chomage;0.051;0.052;0.053
11/04/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;59.1;56.5;56.9
12/04/2015;15:30:00;USD;Creation d'emplois dans le secteur non agricole;211;200;298
12/04/2015;15:30:00;USD;Taux de chomage;0.05;0.05;0.05
14/04/2015;14:30:00;USD;Prix à la production mensuel;0.002;0.002;-0.005
14/04/2015;14:30:00;USD;Ventes au détail mensuelle;0.009;0.01;-0.005
15/04/2015;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
16/04/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;294;280;282
16/04/2015;14:30:00;USD;Permis de construire;1.039;1.08;1.102
17/04/2015;14:30:00;USD;IPC core mensuel;0.002;0.002;0.002
22/04/2015;16:00:00;USD;Ventes de logements existants;5.19;5.03;4.89
23/04/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;295;290;294
23/04/2015;09:30:00;EUR;PMI manufacturier Allemagne;51.9;53;52.8
23/04/2015;16:00:00;USD;Ventes de logements neufs;481;513;543
24/04/2015;14:30:00;USD;Commandes de biens durables;-0.002;0.003;-0.013
28/04/2015;16:00:00;USD;Confiance des consommateurs;95.2;102.5;101.4
29/04/2015;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
29/04/2015;14:30:00;USD;PIB Trimestriel;0.002;0.01;0.022
29/04/2015;16:00:00;USD;Promesses de ventes de logements;0.011;0.01;0.036
30/04/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;262;290;296
30/04/2015;09:55:00;EUR;Nombre chomeur Allemagne;-8;-13;-14
02/05/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;278;290;267
03/05/2015;14:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
03/05/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;320;295;313
05/05/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;57.8;56.2;56.5
06/05/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;280;225;221
06/05/2015;14:30:00;USD;Taux de chomage;0.055;0.054;0.054
08/05/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;60.3;56.2;56
10/05/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;56.9;57.5;59
11/05/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;276;262;260
13/05/2015;08:00:00;EUR;PIB Trimestriel All;0.003;0.005;0.007
13/05/2015;14:30:00;USD;Ventes au détail mensuelle;0;0.002;0.011
14/05/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;264;275;265
14/05/2015;14:30:00;USD;Prix à la production mensuel;-0.004;0.002;0.002
19/05/2015;14:30:00;USD;Permis de construire;1.143;1.06;1.038
21/05/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;274;271;264
21/05/2015;09:30:00;EUR;PMI manufacturier Allemagne;51.4;52.3;52.1
21/05/2015;16:00:00;USD;Ventes de logements existants;5.04;5.24;5.21
22/05/2015;14:30:00;USD;IPC core mensuel;0.003;0.002;0.002
22/05/2015;08:00:00;EUR;PIB Trimestriel All;0.003;0.003;0.003
26/05/2015;14:30:00;USD;Commandes de biens durables;0.005;0.004;0.006
26/05/2015;16:00:00;USD;Confiance des consommateurs;95.4;94.9;94.3
26/05/2015;16:00:00;USD;Ventes de logements neufs;517;510;484
28/05/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;282;270;275
28/05/2015;16:00:00;USD;Promesses de ventes de logements;0.034;0.009;0.012
29/05/2015;14:30:00;USD;PIB Trimestriel;-0.007;-0.008;0.002
01/06/2015;17:00:00;USD;Indice PMI manufacturier de l'ISM;56.2;58;59.3
02/06/2015;15:30:00;USD;Creation d'emplois dans le secteur non agricole;257;234;329
02/06/2015;15:30:00;USD;Taux de chomage;0.057;0.056;0.056
03/06/2015;15:30:00;USD;Creation d'emplois dans le secteur non agricole;295;240;239
03/06/2015;15:30:00;USD;Taux de chomage;0.055;0.056;0.057
04/06/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;56.5;56.5;56.9
07/06/2015;16:00:00;USD;Indice PMI manufacturier de l'ISM;56;56.2;55.7
08/06/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;270;273;267
11/06/2015;15:30:00;USD;Creation d'emplois dans le secteur non agricole;271;180;137
11/06/2015;15:30:00;USD;Taux de chomage;0.05;0.051;0.051
16/06/2015;14:30:00;USD;Permis de construire;1.275;1.1;1.14
17/06/2015;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
18/06/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;267;275;279
18/06/2015;14:30:00;USD;IPC core mensuel;0.001;0.002;0.003
22/06/2015;16:00:00;USD;Ventes de logements existants;5.35;5.26;5.09
23/06/2015;14:30:00;USD;Commandes de biens durables;0.005;0.006;-0.003
23/06/2015;09:30:00;EUR;PMI manufacturier Allemagne;51.9;51.3;51.1
23/06/2015;16:00:00;USD;Ventes de logements neufs;546;525;534
24/06/2015;14:30:00;USD;PIB Trimestriel;-0.002;-0.002;-0.007
25/06/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;271;272;268
29/06/2015;16:00:00;USD;Promesses de ventes de logements;0.009;0.012;0.027
30/06/2015;16:00:00;USD;Confiance des consommateurs;101.4;97.3;94.6
30/06/2015;09:55:00;EUR;Nombre chomeur Allemagne;-1;-5;-5
01/07/2015;10:55:00;EUR;Nombre chomeur Allemagne;-27;-6;-16
05/07/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;265;280;262
08/07/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;215;223;231
08/07/2015;14:30:00;USD;Taux de chomage;0.053;0.053;0.053
14/07/2015;14:30:00;USD;Ventes au détail mensuelle;-0.003;0.002;0.01
15/07/2015;14:30:00;USD;Prix à la production mensuel;0.004;0.002;0.005
16/07/2015;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
16/07/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;281;285;296
17/07/2015;14:30:00;USD;IPC core mensuel;0.002;0.002;0.001
17/07/2015;14:30:00;USD;Permis de construire;1.343;1.15;1.25
22/07/2015;16:00:00;USD;Ventes de logements existants;5.49;5.4;5.32
23/07/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;255;280;281
24/07/2015;09:30:00;EUR;PMI manufacturier Allemagne;51.5;51.9;51.9
24/07/2015;16:00:00;USD;Ventes de logements neufs;482;546;517
27/07/2015;14:30:00;USD;Commandes de biens durables;0.008;0.005;-0.001
28/07/2015;16:00:00;USD;Confiance des consommateurs;90.9;100;99.8
29/07/2015;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
29/07/2015;16:00:00;USD;Promesses de ventes de logements;-0.018;0.01;0.006
30/07/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;267;270;255
30/07/2015;09:55:00;EUR;Nombre chomeur Allemagne;9;-5;1
30/07/2015;14:30:00;USD;PIB Trimestriel;0.023;0.026;0.006
01/08/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;294;290;298
05/08/2015;14:30:00;USD;Creation d'emplois dans le secteur non agricole;223;224;85
05/08/2015;14:30:00;USD;Taux de chomage;0.054;0.054;0.055
10/08/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;263;274;276
13/08/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;274;270;269
13/08/2015;14:30:00;USD;Ventes au détail mensuelle;0.006;0.005;0
14/08/2015;08:00:00;EUR;PIB Trimestriel All;0.004;0.005;0.003
14/08/2015;14:30:00;USD;Prix à la production mensuel;0.002;0.001;0.004
18/08/2015;14:30:00;USD;Permis de construire;1.119;1.232;1.337
19/08/2015;14:30:00;USD;IPC core mensuel;0.001;0.002;0.002
20/08/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;277;272;273
20/08/2015;16:00:00;USD;Ventes de logements existants;5.59;5.44;5.48
21/08/2015;09:30:00;EUR;PMI manufacturier Allemagne;53.2;51.7;51.8
25/08/2015;16:00:00;USD;Confiance des consommateurs;101.5;93.4;91
25/08/2015;08:00:00;EUR;PIB Trimestriel All;0.004;0.004;0.004
25/08/2015;16:00:00;USD;Ventes de logements neufs;507;510;481
26/08/2015;14:30:00;USD;Commandes de biens durables;0.006;0.004;0.01
27/08/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;271;274;277
27/08/2015;14:30:00;USD;PIB Trimestriel;0.037;0.032;0.023
27/08/2015;16:00:00;USD;Promesses de ventes de logements;0.005;0.01;-0.017
01/09/2015;15:30:00;USD;Creation d'emplois dans le secteur non agricole;252;240;353
01/09/2015;15:30:00;USD;Taux de chomage;0.056;0.057;0.058
04/09/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;281;285;267
07/09/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;297;275;282
15/09/2015;14:30:00;USD;Ventes au détail mensuelle;0.002;0.003;0.007
16/09/2015;14:30:00;USD;IPC core mensuel;0.001;0.001;0.001
17/09/2015;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
17/09/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;264;275;275
17/09/2015;14:30:00;USD;Permis de construire;1.17;1.16;1.13
21/09/2015;16:00:00;USD;Ventes de logements existants;5.31;5.51;5.58
23/09/2015;09:30:00;EUR;PMI manufacturier Allemagne;52.5;52.8;53.3
24/09/2015;14:30:00;USD;Commandes de biens durables;0;0.001;0.004
24/09/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;267;271;264
24/09/2015;16:00:00;USD;Ventes de logements neufs;552;515;522
25/09/2015;14:30:00;USD;PIB Trimestriel;0.039;0.037;0.037
28/09/2015;16:00:00;USD;Promesses de ventes de logements;-0.014;0.004;0.005
29/09/2015;16:00:00;USD;Confiance des consommateurs;103;96.1;101.3
30/09/2015;09:55:00;EUR;Nombre chomeur Allemagne;2;-5;-6
09/10/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;275;275;281
12/10/2015;15:30:00;USD;Inscriptions hebdomadaires au chomage;282;269;269
14/10/2015;14:30:00;USD;Prix à la production mensuel;-0.005;-0.002;0
14/10/2015;14:30:00;USD;Ventes au détail mensuelle;0.001;0.002;0
15/10/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;255;270;262
15/10/2015;14:30:00;USD;IPC core mensuel;0.002;0.001;0.001
20/10/2015;14:30:00;USD;Permis de construire;1.103;1.164;1.17
22/10/2015;13:45:00;EUR;Decision de la BCE sur les taux directeur;0.0005;0.0005;0.0005
22/10/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;259;265;256
22/10/2015;16:00:00;USD;Ventes de logements existants;5.55;5.38;5.3
23/10/2015;09:30:00;EUR;PMI manufacturier Allemagne;51.6;51.6;52.3
26/10/2015;16:00:00;USD;Ventes de logements neufs;468;550;529
27/10/2015;14:30:00;USD;Commandes de biens durables;-0.004;0.001;-0.009
27/10/2015;16:00:00;USD;Confiance des consommateurs;97.6;103;102.6
28/10/2015;20:00:00;USD;Decision de la FED sur les taux directeur;0.0025;0.0025;0.0025
29/10/2015;14:30:00;USD;Inscriptions hebdomadaires au chomage;260;263;259
29/10/2015;10:55:00;EUR;Nombre chomeur Allemagne;-5;-4;1
29/10/2015;14:30:00;USD;PIB Trimestriel;0.015;0.016;0.039
